,arpu_9
21008,230.776
9238,581.919
16165,85.733
2299,416.722
20869,294.123
2931,82.802
16463,149.672
1259,726.238
14784,319.731
7520,136.89
19413,363.645
20109,-0.44
15861,60.17
2500,269.805
11004,452.539
15999,826.025
13176,297.046
7248,597.212
15205,103.542
18842,129.103
4421,97.7
89,277.671
7770,835.864
12999,19.998
8649,133.677
4877,346.966
22024,95.05
3089,261.524
3019,231.442
6448,205.767
2273,490.821
22903,474.014
8863,696.457
22271,234.181
5270,162.289
19340,209.715
7282,13.88
9357,523.883
13360,12.22
6477,200.856
19389,38.366
9491,112.844
8659,233.254
9459,27.492
4888,25.246
1045,774.404
5521,179.924
455,139.948
13457,361.02
20557,0.0
9111,395.174
19422,203.871
20286,373.861
18441,18.179
3824,0.0
10627,728.056
8155,258.412
10549,195.811
3391,267.643
14359,76.976
15829,197.585
1592,67.271
20853,322.035
8484,280.373
22045,519.624
10823,375.193
4655,291.726
19743,76.682
15372,587.57
17610,658.662
11601,15.456
993,733.954
4830,310.203
18263,171.654
5859,271.094
18515,160.65
16012,0.1
10048,167.861
2852,101.284
12011,150.052
1814,389.981
8514,288.272
20458,279.373
14402,112.778
18723,820.023
12027,185.681
14131,274.403
14157,387.045
17645,342.954
15506,98.552
6901,326.17
2176,204.012
12908,148.314
4769,276.746
18392,217.167
4510,43.15
22200,220.721
1566,246.55
3560,347.903
5870,237.76
3653,19.11
19190,288.32
19501,37.222
14577,197.116
12383,359.846
14452,425.994
15165,338.184
6044,325.064
12586,369.563
8848,72.013
16940,273.76
22168,210.156
1744,238.822
18622,480.639
8705,0.0
19527,195.611
7042,83.225
15596,98.048
15099,339.867
4413,224.918
12422,3.0
2051,335.701
20929,104.746
17281,264.997
1897,502.913
21656,257.811
12761,279.432
21022,401.61
13705,0.85
10154,62.58
12152,333.628
7366,519.524
5980,624.81
7757,711.412
20767,105.849
9765,247.769
5160,70.621
9903,241.62
20704,105.489
9341,280.609
11359,90.623
6223,94.36
8603,151.599
14956,866.086
20820,40.284
13665,208.719
22574,179.756
17874,538.015
4038,526.121
8199,96.62
4105,0.0
9131,355.724
19861,219.08
13381,188.161
7242,85.356
17948,616.762
16452,431.563
10232,197.132
13740,176.492
6850,188.298
4661,139.802
10467,645.821
11212,398.02
22341,154.945
6246,103.692
216,262.974
7783,463.757
11438,313.136
812,314.217
7386,184.1
12609,2.0
2795,386.989
21093,155.22
20535,55.52
3196,66.664
16072,240.035
3386,178.226
16801,196.294
3625,121.22
6172,119.6
22219,203.172
20849,159.722
7342,570.609
14120,365.489
15557,588.681
12358,71.125
9912,0.0
2438,207.949
13876,380.705
15532,3.18
366,505.512
154,163.226
7933,380.734
3602,145.967
13909,140.981
5632,258.58
13990,157.955
13998,548.075
13587,252.713
21999,125.0
22920,234.911
17338,156.99
7285,111.813
13455,628.477
13707,673.776
4117,58.133
851,227.251
21429,385.492
5835,37.29
22816,158.43
17602,125.886
6571,233.799
12643,391.491
6537,285.632
571,484.557
8038,372.725
5907,795.791
5624,100.279
20841,70.176
10383,54.49
14297,571.445
9121,482.018
19377,756.536
12282,251.152
16666,53.596
8087,335.181
19884,457.495
10993,42.706
8568,477.543
2199,65.085
17553,116.51
4448,313.776
598,83.734
14981,137.41
21103,66.845
6509,354.966
11674,233.695
2,86.285
4690,363.36
440,136.315
19549,870.646
19002,77.239
164,171.44
11068,138.401
2936,298.913
10557,68.19
21900,173.552
12914,74.574
15562,57.95
14487,15.884
22152,216.252
2617,163.928
1817,500.842
2826,92.586
10022,0.0
6823,298.489
13415,191.573
6134,81.862
17112,23.02
21108,0.965
8385,21.962
3880,411.176
6581,226.594
15130,629.598
22921,205.58
13902,86.111
6328,621.307
1704,30.924
16787,120.575
8513,354.934
10086,94.327
1077,338.862
2873,83.0
9265,216.358
18548,794.562
19510,569.146
1621,282.498
5108,23.77
4399,219.379
8304,226.97
13781,113.826
5718,13.5
17420,759.218
11126,354.98
16312,292.993
14602,314.014
3419,104.889
9959,466.756
14286,0.77
6456,435.3
8229,551.999
20323,143.244
15081,16.06
11219,428.055
3803,772.88
9567,63.097
711,246.181
4300,16.978
19515,261.433
16349,783.216
18586,0.0
10034,529.894
11643,768.411
2087,52.236
21532,486.611
19402,496.91
12977,0.3
13659,13.396
17924,75.059
22043,606.748
14519,75.9
21523,222.732
1430,152.252
18863,387.733
4144,326.53
4636,84.646
15091,126.34
10450,19.242
21665,212.192
21617,212.041
6048,53.245
13268,157.376
21250,84.29
18248,9.05
4565,144.773
4318,116.736
17647,130.261
10057,148.892
22677,324.14
3033,165.006
20237,634.187
22101,259.757
16435,71.456
18626,122.552
7323,371.275
13780,166.569
12369,232.579
22369,165.324
1360,437.204
18491,94.124
11280,37.55
22415,331.525
17888,178.095
22232,162.211
2173,176.906
1108,237.774
6025,314.47
182,357.846
22699,76.36
3214,95.924
6703,375.766
16780,242.83
12697,26.281
9879,334.841
3165,0.0
17283,345.54
2921,405.511
916,0.0
10888,148.324
16555,97.736
14872,162.505
13021,265.654
7363,401.394
15041,117.701
17879,12.758
6305,118.596
16497,299.647
12341,199.385
7599,175.01
20733,488.624
14529,111.726
8250,386.993
1329,17.782
13676,243.4
12467,575.25
9017,231.69
4940,301.307
19625,187.763
628,118.96
1428,315.922
9718,66.624
15247,235.885
10424,0.0
6767,108.005
4660,377.768
15888,193.35
3969,201.991
17255,271.026
15070,233.13
4260,670.209
5762,471.487
9208,757.093
3815,58.833
16146,664.267
8963,119.319
18614,597.999
5667,698.846
3658,457.72
14657,416.691
20902,498.543
12380,128.436
18573,867.318
8632,261.376
16965,589.839
6820,368.496
22061,223.664
7640,159.969
4728,706.491
10833,72.95
7389,3.3
6559,0.0
13342,411.371
719,426.392
4774,497.824
22802,355.34
2433,212.45
6878,598.974
847,471.01
11387,69.482
14216,307.122
8683,174.704
15027,75.904
14631,195.532
3000,212.073
7015,66.32
18849,275.681
17498,248.894
18579,198.372
15110,260.916
12675,190.768
22945,67.246
1378,68.596
12131,96.74
8291,634.48
14280,109.078
17126,615.906
3142,228.731
18119,358.727
1754,623.034
7699,287.002
12252,52.398
7942,861.327
3528,352.508
16239,626.032
13333,33.299
11710,531.308
17327,307.998
3682,668.566
7601,-36.706
11893,140.725
15761,4.378
7488,60.021
11560,509.999
4330,45.452
8162,271.102
2455,462.228
235,162.695
7140,29.752
1395,95.894
606,713.291
15105,303.25
13872,176.239
13767,258.192
2221,474.152
7277,76.545
14087,144.382
10744,10.25
8259,531.088
6010,369.788
6351,113.841
15446,354.824
19277,217.537
7088,29.12
2441,629.025
15771,433.775
15017,90.85
10210,254.048
8955,64.47
13298,78.219
13261,205.224
22770,44.0
12492,278.529
6143,9.073
22439,282.72
1100,148.006
21231,600.801
448,102.452
20624,63.922
22728,31.08
16543,246.222
15360,185.511
12755,108.79
15445,556.087
4182,219.222
21371,571.228
3491,-25.494
672,69.098
4905,17.054
20404,379.52
1299,487.526
22042,370.404
11605,127.66
11091,156.958
9477,234.806
3050,148.289
19311,266.21
12677,119.614
12653,407.61
13278,487.087
11046,0.0
9751,68.096
22562,253.262
17998,245.538
21525,109.26
2175,483.357
5760,189.996
10111,410.13
7593,295.388
8843,9.654
22625,106.433
5753,168.067
13853,108.781
6693,189.261
14855,196.891
3806,126.08
9337,167.869
14980,35.549
22175,617.414
6425,229.632
16240,165.256
19968,0.0
5484,47.971
4053,112.85
3562,86.541
22085,645.852
9086,15.31
2018,134.941
16310,702.21
21498,70.857
4099,16.58
10190,129.422
6228,321.129
1229,0.0
17702,232.33
5674,43.62
1434,207.316
18532,152.428
12043,2.24
6617,271.298
13323,178.184
13419,209.517
12195,107.296
11135,107.363
19694,0.01
17462,28.558
1359,336.905
13599,447.072
17256,4.37
18681,0.0
7154,190.416
17404,113.185
6446,305.304
1286,647.976
3084,186.551
9362,271.445
269,49.928
2427,738.106
2364,90.88
2574,221.089
3988,61.77
10784,362.948
17204,645.315
8453,625.742
21316,95.74
18145,171.03
3883,189.446
7161,99.155
11084,16.076
18761,290.828
15503,214.848
13513,471.35
10504,235.804
17078,318.394
21685,37.46
14969,68.603
17150,348.144
18866,753.781
15586,436.64
3390,120.42
19148,473.861
6359,469.42
13539,398.1
16584,175.046
4657,140.034
9020,0.0
10612,426.384
19305,209.885
13835,246.033
12870,692.944
8908,339.193
8174,71.83
7371,274.824
9584,371.142
16588,203.107
208,123.767
12842,441.146
5481,195.643
107,404.452
14388,0.0
6944,195.307
21460,97.004
15936,112.898
8139,498.78
5428,213.481
7328,134.558
21913,704.818
9132,61.936
6715,86.15
8551,237.566
11217,439.24
11501,201.282
8733,450.649
8086,338.04
14136,357.393
11791,128.5
16918,135.739
7716,259.25
2712,2.49
949,194.202
10982,432.446
17557,428.285
17223,212.896
7836,160.301
11755,36.1
15487,663.864
8652,442.809
6699,423.208
17348,307.112
14723,15.049
20429,539.733
5817,59.472
10382,317.36
296,599.38
8874,284.748
13779,244.247
15156,77.244
21332,488.966
9655,572.6
10902,686.916
763,23.07
2381,273.354
20673,294.196
15618,11.51
18696,7.78
11905,318.239
20879,251.664
11179,100.984
10242,51.988
10847,62.566
13832,80.894
4901,468.622
19665,167.863
20287,211.191
16902,87.595
1455,498.796
1741,236.592
4279,152.799
22432,114.846
20387,220.022
18633,415.112
4989,186.212
13253,29.438
19917,117.639
10472,91.174
12360,0.0
13422,340.59
14489,39.952
18951,172.412
3421,739.985
1591,253.786
18469,694.024
1388,51.892
16724,367.55
13984,615.252
18652,517.296
13430,234.367
12207,144.876
12648,53.897
7676,43.836
10998,546.191
5354,18.148
2085,446.914
5636,412.114
18129,15.057
17959,337.32
21187,436.728
19453,0.0
11866,175.76
11959,607.877
13287,297.823
11790,522.317
8400,97.737
4743,689.238
22035,420.895
14569,91.191
14782,32.789
4189,223.525
17594,619.779
21730,304.293
16830,130.226
20153,52.348
8897,1.0
2886,548.304
4641,743.482
10783,691.774
13790,633.19
3707,154.051
11512,181.694
15298,49.32
13262,132.133
10087,118.872
14819,208.985
13957,3.75
3624,334.088
16067,534.911
5983,300.817
12042,54.831
12102,408.796
13905,97.336
13251,652.422
4438,268.399
10653,772.996
14985,292.342
5056,70.582
12134,29.816
11496,54.928
3511,370.926
10393,306.1
11266,245.625
17289,129.805
13284,88.345
4187,451.06
12557,377.157
8310,26.37
1452,286.09
9157,246.578
12871,38.727
5626,406.073
2759,678.79
10292,224.935
12455,48.603
20259,258.047
18843,206.917
13380,435.147
13992,700.767
4425,62.937
22455,717.837
2828,327.607
7407,126.768
4045,343.382
10145,229.461
2845,354.386
7872,477.024
12302,234.436
15914,217.786
22968,184.878
5193,300.364
6654,234.428
21456,220.762
3276,329.931
4078,368.058
16831,159.336
13568,358.748
12837,869.613
4250,119.096
18873,67.458
10431,425.731
5916,131.73
17544,191.271
22290,73.245
5143,128.487
9346,7.874
8517,520.424
19850,187.827
2708,83.654
17522,0.0
12068,254.106
17637,252.024
21850,273.078
666,313.433
13892,37.004
7395,222.596
14258,706.24
3785,180.322
9707,480.209
18404,493.7
11432,356.846
9081,297.684
5675,97.442
22922,342.23
9976,41.289
11077,83.619
4947,71.083
9342,425.757
5826,96.116
17872,270.516
18939,310.069
1269,184.481
12657,715.069
21247,84.772
2070,307.86
2475,151.712
3430,30.052
2276,581.424
10364,431.7
17787,179.43
7256,318.184
12959,390.093
15047,17.04
13231,468.364
6611,11.047
20838,90.986
19208,359.975
2095,108.8
6004,229.671
20792,566.427
19033,392.825
7925,60.546
15801,174.798
16371,52.36
11286,180.984
4656,283.932
11821,234.439
423,25.285
386,30.912
640,27.433
2664,841.81
16814,158.623
21109,0.18
2049,553.655
17721,299.759
12161,285.014
12863,292.056
12771,230.525
18427,626.282
15374,140.921
5898,190.571
6212,0.0
15347,79.267
19248,204.276
13057,87.406
21601,463.641
5757,379.99
15083,77.135
3564,386.513
22326,476.566
15932,156.005
1302,536.854
11824,73.226
21285,333.738
5338,252.366
3621,784.739
7819,324.8
17718,468.828
20198,199.092
237,223.133
5157,78.967
11593,199.986
16959,365.517
3538,289.157
1511,166.451
14856,47.162
22610,604.379
9540,267.12
19709,366.823
16453,136.024
7498,226.045
16561,220.845
13863,148.974
401,224.988
19909,208.577
22365,41.009
12504,90.112
16800,194.054
15601,4.0
2939,660.888
2682,144.909
22186,14.338
4402,4.0
19750,354.721
18242,255.556
12513,13.59
22121,63.496
11148,381.775
6751,96.25
4834,128.862
2736,147.15
17029,85.957
21784,131.184
21304,464.486
19005,29.1
17527,279.609
3510,239.635
22627,656.107
273,161.906
14687,281.96
6911,677.919
18024,171.706
2507,58.187
2319,168.228
17784,246.422
9851,99.99
9330,132.588
1163,320.184
14287,217.138
6799,209.02
11737,850.86
7626,315.021
22239,264.466
6308,114.273
1737,287.46
19419,228.09
21555,7.909
3518,530.825
9573,21.742
15940,645.527
2350,79.501
2355,337.974
9585,96.453
19067,700.467
11991,329.165
9115,29.548
2032,95.079
1668,381.815
5700,47.628
5146,90.681
2450,381.916
3299,208.598
2217,30.76
385,359.195
5982,92.01
11623,219.277
16546,268.201
16399,122.639
7143,16.7
15988,206.431
20407,77.569
6679,338.028
3144,470.571
3709,305.511
7206,75.96
9834,56.072
20552,212.452
3095,120.202
1946,195.27
2418,37.216
21961,633.956
17218,211.669
17260,99.5
1659,0.59
21647,120.811
12246,145.591
12917,100.295
22771,224.478
17696,223.996
6994,439.681
15518,195.406
13331,0.0
9430,292.858
8067,231.766
12710,421.419
6191,96.004
1597,264.607
12444,0.0
21607,0.06
5548,67.373
5522,256.798
12479,188.891
11602,121.516
21517,123.825
20481,65.307
7090,247.04
4342,0.96
22010,207.949
3166,393.868
15917,768.104
19784,83.995
9434,883.203
11562,261.875
15690,181.11
9682,83.153
20979,157.919
22393,25.942
22055,736.903
8543,149.999
17429,493.718
22137,101.734
13975,390.774
14043,327.625
5187,311.469
19684,585.241
20092,522.164
8555,27.934
14042,192.7
1291,56.54
2479,17.74
19552,259.251
14710,405.907
17906,368.619
21947,174.22
17936,227.537
5822,121.58
5258,55.658
15444,360.389
2752,323.217
7378,401.824
5597,631.853
6726,595.554
9386,128.7
2170,309.662
21911,8.959
19022,841.25
6299,137.545
19500,169.661
5698,801.937
22992,67.624
9089,195.107
1270,63.45
10642,197.488
9996,395.308
13079,116.27
2695,43.344
972,217.584
2159,691.568
7018,1.0
6955,422.6
16736,259.976
2729,293.082
4355,824.236
20663,47.0
9502,195.074
18673,625.178
7873,561.961
11998,160.681
962,206.09
4047,213.014
13103,113.714
7672,145.908
5549,251.869
10553,284.689
10733,266.92
8582,470.3
14242,112.32
22565,248.55
19533,373.887
20226,301.261
6822,35.952
95,5.4
17484,62.495
10740,7.627
5925,102.68
5446,728.38
11447,383.682
5253,108.193
15480,435.363
443,258.672
11845,231.431
16514,125.99
12115,127.445
3306,9.073
4597,234.446
6841,101.906
18091,66.052
8838,18.08
22696,160.204
9654,370.878
10471,298.358
6957,718.621
2815,346.511
7778,357.79
19569,353.002
6121,427.641
8944,115.146
581,208.343
21965,572.085
21547,188.698
20577,373.235
7020,518.478
14417,268.915
5832,56.816
7932,56.262
11528,31.512
4721,-6.442
6267,80.646
7126,26.003
3842,57.228
10960,281.468
13639,669.427
18340,85.039
2606,245.023
13583,218.596
1405,22.189
11239,299.326
12247,214.784
20571,351.035
4734,266.31
9626,82.922
20201,138.101
10884,313.298
7191,189.006
4036,337.307
10380,219.046
22079,181.23
5660,18.315
8960,207.641
7594,219.27
10262,310.186
22884,241.665
7028,193.691
3057,185.41
13496,217.938
21723,52.152
9198,142.84
15598,846.531
9525,118.106
22053,31.739
556,43.86
17383,140.497
18059,184.1
10663,70.756
11847,273.4
3779,79.31
4000,144.541
19368,42.478
18814,286.304
22472,123.27
15315,211.975
14056,426.428
6692,606.506
11727,206.135
18290,102.519
16622,231.093
20022,602.053
1809,22.72
7999,204.181
8425,103.396
21244,52.06
6484,166.452
1265,230.539
1182,174.28
14257,68.24
12852,48.979
10435,143.148
13667,307.53
18420,196.437
19038,220.851
12921,508.371
22146,11.7
11363,123.859
20004,411.597
2053,185.971
19173,466.293
12470,72.874
15818,833.288
2580,656.95
1427,406.192
22434,217.704
2918,350.11
19788,0.0
8482,0.0
8929,49.22
10336,20.418
22534,179.275
13526,11.0
7543,0.0
15545,365.852
3396,26.716
7742,107.425
14444,117.053
12433,227.547
17008,164.703
20791,411.565
8951,59.738
2693,566.582
22765,100.536
5464,3.25
17194,101.137
21421,41.427
15926,281.237
248,22.94
21288,728.643
17468,436.524
8822,43.886
15046,19.063
14549,262.404
19295,67.676
19108,740.006
11594,119.351
3987,635.962
14596,49.17
16877,63.696
10695,156.524
7072,275.61
8018,423.993
8604,312.5
10428,3.0
18847,266.546
16033,1.15
18307,173.397
13842,51.998
218,32.996
21375,199.952
17275,0.0
3713,483.961
11459,478.873
7474,566.307
3937,225.515
18906,158.467
15525,179.017
19536,118.069
4814,129.25
10139,188.385
19407,239.481
4369,9.039
17138,20.048
15114,307.007
2244,470.927
3402,812.103
15263,239.643
3863,514.965
22019,463.997
4496,385.74
1926,126.566
9471,60.292
4533,0.13
19758,106.517
7148,193.842
15711,404.318
15277,256.409
6872,362.444
19681,16.482
659,12.04
15621,319.413
6501,395.6
12307,389.338
16668,63.612
2048,82.743
1423,268.627
357,366.173
8215,29.086
8552,788.371
3302,88.363
484,504.887
18522,751.564
8750,20.446
11747,111.172
12051,240.728
9300,298.874
2239,99.8
17363,108.787
8074,460.754
16663,727.926
20236,154.537
5765,460.331
2614,228.532
4953,281.602
246,282.374
9105,843.167
9797,202.239
1082,554.447
18212,154.903
12268,504.816
6090,216.579
15676,158.226
19897,207.353
20666,139.675
16706,358.468
12418,2.65
7926,649.526
8772,53.405
3996,295.328
13386,114.811
15035,166.378
11518,203.557
11728,369.711
1700,8.937
18104,448.784
10433,31.073
11142,122.239
9550,43.857
5144,88.657
13636,225.888
9403,182.433
8041,611.37
4155,3.3
18222,507.513
4563,211.506
13413,357.14
16144,365.33
11589,189.4
18034,469.793
9716,376.016
18218,108.059
1634,845.354
22212,232.787
5848,0.31
8210,153.627
9374,10.021
19474,44.361
21573,110.854
19262,691.196
7232,110.696
12591,432.788
6863,59.701
4261,65.107
5892,302.525
21780,69.328
1114,184.855
12274,561.034
5477,224.213
6561,26.652
6695,623.703
14098,584.698
14876,440.115
8466,198.504
19390,282.791
21838,83.633
1843,13.6
11187,44.072
10828,101.468
16469,268.242
18989,70.228
18540,176.62
11123,0.0
21266,660.373
551,516.613
7499,0.0
19760,222.697
13615,9.67
20520,564.036
9556,666.994
9888,66.673
9828,204.66
16167,134.228
7327,222.267
3434,481.047
14339,71.15
8728,72.648
22335,9.287
21204,213.425
14238,478.595
21067,164.691
4001,105.612
9146,456.489
18924,341.745
2594,436.256
16142,159.238
4066,258.542
20528,107.286
17798,329.39
2650,89.489
728,74.416
12626,316.296
17152,25.2
13334,152.564
20897,59.222
9382,709.963
6519,189.189
13983,102.291
2382,85.074
3810,20.28
1170,44.051
10135,330.796
6916,449.959
44,182.452
19539,133.534
21681,174.351
12682,67.7
5782,193.152
17451,591.79
4485,0.01
17017,10.515
5080,104.024
2253,85.015
1480,181.233
9244,129.546
6956,341.918
14184,618.38
6720,391.217
12264,313.743
13712,104.83
15658,153.277
16709,86.026
4395,457.451
10413,134.515
21330,278.2
4305,0.1
13102,153.862
13689,637.819
1382,160.036
4883,2.21
21648,142.226
1389,265.129
17914,21.166
18485,128.673
14119,480.884
1521,572.954
12046,446.846
13575,336.521
2486,49.234
7110,176.668
19739,450.501
17835,265.542
21457,398.228
20706,68.129
21763,371.657
18241,345.65
19728,17.336
8033,142.926
19481,165.904
2065,162.231
4957,128.775
12701,126.891
7937,5.0
13184,747.53
3869,185.132
16005,228.04
18664,247.105
22047,102.714
9639,515.327
2821,153.062
5543,191.886
15705,107.759
8410,400.602
6187,373.642
5455,523.56
11894,389.483
5172,110.959
20863,91.925
3114,101.467
3330,195.659
17101,254.427
8782,457.358
6072,393.096
6190,641.447
19925,48.788
18029,85.627
20474,187.816
19520,334.946
13218,289.982
15768,557.204
15553,171.79
2996,245.924
10806,162.705
10284,134.016
13798,40.95
7275,486.142
21286,266.581
32,82.651
492,115.784
5990,235.506
15435,424.595
13198,287.784
9432,695.177
14396,197.726
10459,593.956
16848,710.403
9173,213.48
2634,238.745
3049,355.45
10113,226.015
4548,255.197
16913,67.746
4516,309.579
1148,203.334
21688,1.438
21846,605.397
6434,398.272
5277,9.087
16148,660.492
21436,222.817
6983,154.097
17687,307.988
7931,248.815
18671,282.473
13051,16.28
20165,194.952
4003,830.754
16011,638.459
10189,115.231
16524,268.536
16714,642.021
8459,261.257
19864,79.81
5884,715.788
21683,47.999
7997,159.666
2513,419.923
18707,168.562
6677,446.913
19908,715.548
9514,688.229
10074,237.4
17957,594.236
3329,560.773
7264,380.722
348,100.295
9148,390.305
3456,35.706
11070,6.1
11606,118.709
14805,787.15
21691,103.04
2749,295.416
3326,512.448
18400,240.96
21320,423.045
17533,30.089
1550,93.565
12920,236.314
18647,419.006
3307,60.13
943,497.515
19308,27.315
21893,457.915
630,74.377
9435,125.96
15889,447.752
6412,558.942
17170,43.55
6640,191.262
16984,361.674
1885,119.186
14336,196.675
19621,249.628
11970,308.319
18362,618.47
17677,467.487
1310,83.826
20742,460.084
7417,481.901
13450,298.498
5791,487.839
3548,115.588
18560,526.108
15055,45.896
20930,404.9
11552,29.543
3586,126.904
21762,33.367
14886,467.64
10163,222.286
17354,375.916
14424,339.203
16335,457.59
12689,778.41
9279,0.0
13328,217.871
2257,62.953
16023,469.277
14513,102.502
21696,138.512
13347,331.95
7735,70.4
4475,20.694
5535,108.524
9188,130.824
1374,88.886
187,29.242
8684,336.675
18082,468.196
13954,175.713
12666,210.296
9978,358.621
6085,390.74
9586,388.328
13660,68.341
282,272.786
5776,33.822
2144,749.472
14371,245.317
13178,401.348
3368,74.377
17780,199.191
19594,533.95
10944,211.294
11884,2.85
3143,340.161
21422,699.575
9054,199.337
19554,255.71
13993,246.072
8171,0.0
16760,4.78
21409,131.637
21939,159.92
4773,44.391
15790,80.484
14797,155.772
13479,556.358
11405,130.979
20795,77.864
20135,101.186
14854,60.728
13817,2.59
20699,133.133
7243,176.102
12530,254.094
7577,153.543
20262,799.0
16380,494.34
12881,530.363
17457,95.913
20823,58.0
5343,53.566
18112,136.907
12862,36.755
21783,526.713
3561,299.118
2329,105.556
18577,285.161
15708,280.551
2044,245.985
5978,45.445
1464,274.398
4978,99.035
7823,68.88
19403,214.089
12377,275.968
16333,473.219
11969,74.4
4358,769.281
17811,42.941
7821,641.488
105,185.673
2181,278.7
7308,199.08
19323,23.808
11952,146.643
12647,80.045
9314,91.066
15225,287.746
8700,306.121
3201,35.016
11662,78.54
8329,331.494
7500,219.959
17877,459.552
8642,358.672
16846,112.671
19982,156.819
12334,82.602
12244,139.96
10832,28.317
20976,135.454
21797,225.996
14084,195.534
2911,297.146
9868,52.763
12550,307.384
15320,289.266
13945,310.483
11454,101.62
12126,330.314
20931,133.882
9890,-0.6
18870,130.444
15405,123.842
5462,88.059
22179,0.0
10997,137.222
14325,7.94
21386,52.563
17315,198.365
4522,267.17
11583,66.396
20903,174.858
16417,10.409
4262,84.94
13581,499.588
17851,156.189
2208,198.116
20655,224.191
10280,270.567
11095,0.01
9731,37.76
14009,283.193
17449,217.491
7971,303.564
13281,132.397
9202,58.294
14380,0.77
2143,158.188
9127,239.083
5807,407.515
1109,77.399
9280,156.845
17159,90.51
205,374.006
10082,287.132
4716,552.491
20385,634.992
7760,746.401
1631,331.396
9096,185.138
16781,287.456
1518,485.396
885,179.617
15417,168.831
22214,33.608
18985,330.21
9497,612.044
18350,513.283
11059,673.876
8975,77.109
12974,191.947
12468,562.165
8272,217.68
8709,336.986
21450,163.868
15473,323.557
6678,308.692
5993,225.804
6449,155.839
13064,178.603
3688,341.084
3718,436.249
15325,263.612
12986,234.826
11263,421.699
9100,642.341
18784,141.425
514,253.453
2037,645.118
9507,355.172
14248,256.267
5208,78.3
6179,594.296
932,35.3
21751,8.35
10369,848.397
1824,202.905
6646,110.716
20761,322.692
19445,185.387
15848,159.759
7976,614.079
21766,182.384
11987,150.641
6067,766.424
8546,273.883
1654,22.071
1432,142.797
2076,34.575
6982,38.129
11460,196.266
13648,131.828
9570,433.428
22906,390.108
7484,127.909
19648,176.369
4922,278.458
25,473.03
6439,759.915
14791,41.254
6403,189.116
4068,417.954
4233,188.112
21672,88.769
1770,210.204
8588,818.34
11608,299.848
22340,25.939
15866,137.094
2603,98.589
8950,183.794
20944,120.63
503,525.244
1647,9.085
4482,142.192
3470,360.716
18774,267.472
5789,57.5
10899,508.292
17899,300.596
21393,146.707
12758,10.569
16001,113.576
9351,319.063
3971,41.36
5935,191.134
14006,114.597
8230,89.52
17172,330.397
16486,26.101
15459,259.038
5085,10.09
17706,206.531
14191,70.166
18497,305.742
523,270.231
16470,180.929
8997,53.455
22469,840.474
2824,161.025
16104,252.559
4100,151.777
10835,136.387
6041,158.75
17579,96.146
5854,288.008
3985,104.066
9123,309.507
5451,298.541
3303,115.886
14206,171.773
13830,243.18
8499,178.87
3796,275.897
231,64.086
14185,220.066
18539,265.483
20592,111.51
11775,137.829
20562,323.196
19649,471.927
4921,852.202
1479,97.93
18490,145.782
3279,207.933
16599,860.954
17756,18.242
3082,137.075
19935,493.132
5023,289.37
15476,298.864
2371,182.594
4029,99.367
7137,517.522
3665,60.629
18852,568.88
17767,136.894
11022,336.182
13926,393.581
15185,31.227
2508,206.117
9264,224.048
9634,129.839
3578,336.812
4946,165.682
9064,232.06
11617,383.809
15899,194.955
1422,22.087
4871,99.626
1062,313.161
18284,124.591
13394,825.735
2812,299.581
22438,34.199
12156,159.647
10562,146.4
3906,139.996
5496,524.937
7547,338.277
6713,27.148
3242,166.618
11656,620.797
21750,73.44
20311,66.969
22685,230.305
14949,8.197
8337,642.732
1084,6.4
18026,118.879
19291,174.007
5552,10.27
4553,71.685
5833,0.0
22437,8.936
4747,175.605
15271,157.314
8325,185.531
19686,46.214
12950,44.56
373,71.44
18073,0.0
4173,140.457
19380,54.013
10579,151.102
2325,42.944
1370,410.385
6322,85.484
18895,450.503
3780,236.436
18830,183.13
3338,213.796
14566,830.75
21798,101.664
14824,124.717
15000,175.051
16226,296.519
14630,18.5
1813,80.152
4277,196.389
21974,540.939
18725,193.257
9515,340.823
1595,128.726
18590,146.707
3412,243.503
1173,129.987
2464,366.278
11631,367.202
3981,135.48
2062,557.052
16402,106.86
3032,818.888
7622,195.639
304,46.773
1142,64.77
17310,373.981
15599,615.138
16478,236.245
13423,0.0
6685,65.711
18596,266.4
22011,189.484
17121,267.558
7812,474.072
451,133.74
4470,781.712
19985,369.934
11141,686.7
15986,215.81
8502,621.806
16822,83.707
10126,177.552
6971,12.671
3807,345.634
14146,283.831
10269,1.52
7286,287.044
16412,203.632
696,27.215
17422,380.041
7036,539.333
6034,42.0
6392,188.527
22757,376.209
20025,155.889
6285,317.814
1992,165.102
6144,388.318
12203,291.689
4234,156.049
14403,0.0
1307,45.876
12790,661.976
8333,26.859
1372,70.985
96,250.884
21138,162.509
22445,469.181
10841,0.29
16248,132.771
2904,51.026
22066,450.855
2567,425.68
3854,150.836
3730,292.769
4648,305.481
21373,360.932
5541,357.268
3829,43.151
12458,589.968
11909,127.257
15602,283.632
22781,233.331
5630,432.23
2066,138.77
2112,744.272
2490,229.976
13187,478.399
10199,177.515
19855,281.65
10568,25.997
15241,385.356
12009,480.364
2487,328.29
2248,40.232
12775,75.796
1380,27.529
15953,21.712
20904,57.226
18067,29.784
13929,191.528
16436,559.548
911,149.774
7524,264.199
20916,115.225
19257,486.266
3431,93.846
841,449.618
10790,90.193
6110,573.954
10480,205.8
1748,749.276
4590,32.107
